"main_theme","question","questions_paraphrase","answer","answer_summary","intent","answers_merged","questions_merged"
"ИНСТРУКЦИЯ ПО СИГНАЛИЗАЦИИ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ","Чем регулируется въезд и выезд на железнодорожных путях необщего пользования?","['Как понять, можно ли въезжать или выезжать из производственных помещений?', 'Какой сигнал сообщает, можно ли въезжать или выезжать из производственных помещений?']","На железнодорожных путях необщего пользования въездными (выездными) светофорами подаются сигналы: один желтый огонь - разрешается въезд в производственное помещение или выезд из него (рисунок 62); красный огонь - запрещен въезд в производственное помещение или выезд из него (рисунок 63).","На железнодорожных путях необщего пользования используются въездные и выездные светофоры, которые подают сигналы желтым или красным огнем, соответственно разрешая или запрещая въезд и выезд из производственных помещений.","38","['На железнодорожных путях необщего пользования въездными (выездными) светофорами подаются сигналы: один желтый огонь - разрешается въезд в производственное помещение или выезд из него (рисунок 62); красный огонь - запрещен въезд в производственное помещение или выезд из него (рисунок 63).', 'На железнодорожных путях необщего пользования используются въездные и выездные светофоры, которые подают сигналы желтым или красным огнем, соответственно разрешая или запрещая въезд и выезд из производственных помещений.']","['Чем регулируется въезд и выезд на железнодорожных путях необщего пользования?', 'Как понять, можно ли въезжать или выезжать из производственных помещений?', 'Какой сигнал сообщает, можно ли въезжать или выезжать из производственных помещений?']"
"ИНСТРУКЦИЯ ПО СИГНАЛИЗАЦИИ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ","Как технологические светофоры на железнодорожных путях необщего пользования регулируют движение вагонов?","['Как осуществляется управление движением вагонов на железнодорожных путях необщего пользования с помощью технологических светофоров?', 'Как осуществляется регулирование движения вагонов на железнодорожных путях необщего пользования с помощью технологических светофоров?', 'Какие функции выполняют технологические светофоры на железнодорожных путях необщего пользования?', 'Как с помощью технологических светофоров осуществляется управление движением вагонов на железнодорожных путях необщего пользования?']","Технологическими светофорами подаются сигналы: один желтый огонь - разрешается подача вагонов к объекту, расположенному на железнодорожных путях необщего пользования, с готовностью остановиться (рисунок 64); красный огонь - запрещается подавать вагоны на объект, расположенный на железнодорожном пути необщего пользования (рисунок 65); один лунно-белый огонь, установленный на обратной стороне светофора - убрать вагоны с объекта, расположенного на железнодорожном пути необщего пользования (рисунок 66).","Технологические светофоры на железнодорожных путях необщего пользования подают сигналы желтым, красным и лунно-белым огнем, разрешая, запрещая или требуя убрать вагоны с объектов на путях необщего пользования.","38","['Технологическими светофорами подаются сигналы: один желтый огонь - разрешается подача вагонов к объекту, расположенному на железнодорожных путях необщего пользования, с готовностью остановиться (рисунок 64); красный огонь - запрещается подавать вагоны на объект, расположенный на железнодорожном пути необщего пользования (рисунок 65); один лунно-белый огонь, установленный на обратной стороне светофора - убрать вагоны с объекта, расположенного на железнодорожном пути необщего пользования (рисунок 66).', 'Технологические светофоры на железнодорожных путях необщего пользования подают сигналы желтым, красным и лунно-белым огнем, разрешая, запрещая или требуя убрать вагоны с объектов на путях необщего пользования.']","['Как технологические светофоры на железнодорожных путях необщего пользования регулируют движение вагонов?', 'Как осуществляется управление движением вагонов на железнодорожных путях необщего пользования с помощью технологических светофоров?', 'Как осуществляется регулирование движения вагонов на железнодорожных путях необщего пользования с помощью технологических светофоров?', 'Какие функции выполняют технологические светофоры на железнодорожных путях необщего пользования?', 'Как с помощью технологических светофоров осуществляется управление движением вагонов на железнодорожных путях необщего пользования?']"
"ИНСТРУКЦИЯ ПО СИГНАЛИЗАЦИИ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ","Как подается сигнал на железнодорожном пути необщего пользования о необходимости убрать вагоны с объекта?","['Как понять, что на железнодорожном пути необщего пользования нужно убрать вагоны с объекта?', 'Что означает сигнал один лунно-белый огонь на железнодорожном пути необщего пользования?', 'Как понять, что на железнодорожном пути необщего пользования необходимо убрать вагоны с объекта?']","На железнодорожном пути необщего пользования в порядке, установленном локальным нормативным актом владельца железнодорожных путей необщего пользования, применяется сигнал один лунно-белый огонь, горящий одновременно с красным огнем - убрать вагоны с объекта.","На железнодорожном пути необщего пользования применяется сигнал один лунно-белый огонь, горящий одновременно с красным огнем, для указания на необходимость убрать вагоны с объекта.","38","['На железнодорожном пути необщего пользования в порядке, установленном локальным нормативным актом владельца железнодорожных путей необщего пользования, применяется сигнал один лунно-белый огонь, горящий одновременно с красным огнем - убрать вагоны с объекта.', 'На железнодорожном пути необщего пользования применяется сигнал один лунно-белый огонь, горящий одновременно с красным огнем, для указания на необходимость убрать вагоны с объекта.']","['Как подается сигнал на железнодорожном пути необщего пользования о необходимости убрать вагоны с объекта?', 'Как понять, что на железнодорожном пути необщего пользования нужно убрать вагоны с объекта?', 'Что означает сигнал один лунно-белый огонь на железнодорожном пути необщего пользования?', 'Как понять, что на железнодорожном пути необщего пользования необходимо убрать вагоны с объекта?']"
"ИНСТРУКЦИЯ ПО СИГНАЛИЗАЦИИ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ","Как обозначаются недействующие светофоры на железнодорожном транспорте?","['Как узнать, что светофор на железнодорожном транспорте является недействующим?', 'Как проверить работоспособность светофора на железнодорожном транспорте, если он обозначен как недействующий?']","Недействующие светофоры обозначаются двумя скрещенными планками, а сигнальные огни на них должны быть погашены
(рисунок 67), порядок временного включения огней недействующих светофоров для их проверки устанавливается локальным нормативным актом владельца инфраструктуры или владельца железнодорожных путей необщего пользования.","Недействующие светофоры на инфраструктуре или железнодорожных путях необщего пользования обозначаются двумя скрещенными планками и отключаются, а порядок их временного включения для проверки определяется локальным нормативным актом соответствующего владельца.","38","['Недействующие светофоры обозначаются двумя скрещенными планками, а сигнальные огни на них должны быть погашены\n(рисунок 67), порядок временного включения огней недействующих светофоров для их проверки устанавливается локальным нормативным актом владельца инфраструктуры или владельца железнодорожных путей необщего пользования.', 'Недействующие светофоры на инфраструктуре или железнодорожных путях необщего пользования обозначаются двумя скрещенными планками и отключаются, а порядок их временного включения для проверки определяется локальным нормативным актом соответствующего владельца.']","['Как обозначаются недействующие светофоры на железнодорожном транспорте?', 'Как узнать, что светофор на железнодорожном транспорте является недействующим?', 'Как проверить работоспособность светофора на железнодорожном транспорте, если он обозначен как недействующий?']"
"ИНСТРУКЦИЯ ПО СИГНАЛИЗАЦИИ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ","Как располагаются сигналы ограждения на железнодорожном транспорте?","['На каком расстоянии от крайней железнодорожной колеи располагаются сигналы ограждения на железнодорожном транспорте?', 'Какие есть требования к установке сигналов ограждения на железнодорожном транспорте?', 'Каковы требования к установке сигналов ограждения на железнодорожном транспорте?']","Сигналы ограждения устанавливаются владельцем инфраструктуры, владельцем железнодорожного пути необщего пользования с правой стороны по направлению движения на расстоянии не менее 3100 мм от оси крайнего железнодорожного пути.","Сигналы ограждения на железнодорожном транспорте устанавливаются с правой стороны пути движения на расстоянии не менее 3100 мм от крайней железнодорожной колеи.","40","['Сигналы ограждения устанавливаются владельцем инфраструктуры, владельцем железнодорожного пути необщего пользования с правой стороны по направлению движения на расстоянии не менее 3100 мм от оси крайнего железнодорожного пути.', 'Сигналы ограждения на железнодорожном транспорте устанавливаются с правой стороны пути движения на расстоянии не менее 3100 мм от крайней железнодорожной колеи.']","['Как располагаются сигналы ограждения на железнодорожном транспорте?', 'На каком расстоянии от крайней железнодорожной колеи располагаются сигналы ограждения на железнодорожном транспорте?', 'Какие есть требования к установке сигналов ограждения на железнодорожном транспорте?', 'Каковы требования к установке сигналов ограждения на железнодорожном транспорте?']"
"ИНСТРУКЦИЯ ПО СИГНАЛИЗАЦИИ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ","Как располагаются сигналы ограждения в выемках на железнодорожном транспорте?","['На каком расстоянии устанавливаются сигналы ограждения в особо сильно снегозаносимых выемках?', 'На каком минимальном расстоянии должны быть установлены сигналы ограждения в особо сильно снегозаносимых выемках от оси крайнего железнодорожного пути?', 'На каком расстоянии в особо сильно снегозаносимых выемках должны устанавливаться сигналы ограждения от оси крайнего железнодорожного пути?']","В выемках (кроме скальных) и на выходах из них сигналы ограждения устанавливаются владельцем инфраструктуры, владельцем железнодорожного пути необщего пользования за пределами кюветов и лотков с полевой стороны, в особосильно снегозаносимых выемках и на выходах из них (в пределах до 100 м) указанные сигналы устанавливаются на расстоянии не менее 5700 мм от оси крайнего железнодорожного пути.","В выемках (кроме скальных) на железнодорожном транспорте сигналы ограждения располагаются за пределами кюветов и лотков с полевой стороны. В особо сильно снегозаносимых выемках (до 100 метров) они устанавливаются на расстоянии не менее 5700 мм от оси крайней колеи. Их расположение определяется владельцем инфраструктуры или железнодорожных путей необщего пользования.","40","['В выемках (кроме скальных) и на выходах из них сигналы ограждения устанавливаются владельцем инфраструктуры, владельцем железнодорожного пути необщего пользования за пределами кюветов и лотков с полевой стороны, в особосильно снегозаносимых выемках и на выходах из них (в пределах до 100 м) указанные сигналы устанавливаются на расстоянии не менее 5700 мм от оси крайнего железнодорожного пути.', 'В выемках (кроме скальных) на железнодорожном транспорте сигналы ограждения располагаются за пределами кюветов и лотков с полевой стороны. В особо сильно снегозаносимых выемках (до 100 метров) они устанавливаются на расстоянии не менее 5700 мм от оси крайней колеи. Их расположение определяется владельцем инфраструктуры или железнодорожных путей необщего пользования.']","['Как располагаются сигналы ограждения в выемках на железнодорожном транспорте?', 'На каком расстоянии устанавливаются сигналы ограждения в особо сильно снегозаносимых выемках?', 'На каком минимальном расстоянии должны быть установлены сигналы ограждения в особо сильно снегозаносимых выемках от оси крайнего железнодорожного пути?', 'На каком расстоянии в особо сильно снегозаносимых выемках должны устанавливаться сигналы ограждения от оси крайнего железнодорожного пути?']"
"ИНСТРУКЦИЯ ПО СИГНАЛИЗАЦИИ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ","Какие условия разрешают движение по железнодорожным путям с сигналом в виде диска желтого цвета?","['Что означает сигнал, подаваевым диском жёлтого цвета?', 'Каково значение сигнала, подаваемого диском желтого цвета?']","Диском желтого цвета (рисунок 68) подается сигнал - разрешается движение с уменьшением скорости и готовностью проследовать опасное место, огражденное сигнальными знаками ""Начало опасного места"" и ""Конец опасного места"" (рисунки 95, 96), со скоростью, установленной локальным нормативным актом владельца инфраструктуры или владельца железнодорожных путей необщего пользования.","Сигналом, который подается диском желтого цвета (рис. 68), разрешено движение с уменьшенной скоростью и готовностью следовать опасное место, отмеченное сигнальными знаками “Начало опасного места” и “Конец опасного места” (рис. 95 и 96 соответственно), со скоростю, установленной локальным нормативным актом собственника инфраструктуры или железнодорожных путей необщего пользования.","41","['Диском желтого цвета (рисунок 68) подается сигнал - разрешается движение с уменьшением скорости и готовностью проследовать опасное место, огражденное сигнальными знаками ""Начало опасного места"" и ""Конец опасного места"" (рисунки 95, 96), со скоростью, установленной локальным нормативным актом владельца инфраструктуры или владельца железнодорожных путей необщего пользования.', 'Сигналом, который подается диском желтого цвета (рис. 68), разрешено движение с уменьшенной скоростью и готовностью следовать опасное место, отмеченное сигнальными знаками “Начало опасного места” и “Конец опасного места” (рис. 95 и 96 соответственно), со скоростю, установленной локальным нормативным актом собственника инфраструктуры или железнодорожных путей необщего пользования.']","['Какие условия разрешают движение по железнодорожным путям с сигналом в виде диска желтого цвета?', 'Что означает сигнал, подаваевым диском жёлтого цвета?', 'Каково значение сигнала, подаваемого диском желтого цвета?']"
"ИНСТРУКЦИЯ ПО СИГНАЛИЗАЦИИ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ","Что означает сигнал, подаваемый диском зеленого цвета?","['Какой сигнал обозначается диском зеленого цвета на железнодорожных путях?', 'Какое значение имеет сигнал, подаваемый диском зеленого цвета на железнодорожном пути?']","Диском зеленого цвета (рисунок 69) подается сигнал - поезд проследовал опасное место, на однопутных участках такой сигнал должен располагаться с левой стороны по направлению движения.","Сигнал, подаваемый диском зеленого цвета, означает, что поезд прошел опасное место, на однопутных участках такой сигнал должен располагаться с левой стороны.","41","['Диском зеленого цвета (рисунок 69) подается сигнал - поезд проследовал опасное место, на однопутных участках такой сигнал должен располагаться с левой стороны по направлению движения.', 'Сигнал, подаваемый диском зеленого цвета, означает, что поезд прошел опасное место, на однопутных участках такой сигнал должен располагаться с левой стороны.']","['Что означает сигнал, подаваемый диском зеленого цвета?', 'Какой сигнал обозначается диском зеленого цвета на железнодорожных путях?', 'Какое значение имеет сигнал, подаваемый диском зеленого цвета на железнодорожном пути?']"
"ИНСТРУКЦИЯ ПО СИГНАЛИЗАЦИИ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ","Как ограждаются места, требующие постоянного уменьшения скорости на железнодорожных путях?","['Как происходит ограждение мест, требующих постоянного уменьшения скорости на железных дорогах?', 'Как происходит установка и ограждение мест, которые требуют постоянного снижения скорости на железнодорожных путях общего и необщего пользования?', 'Как устанавливаются и обозначаются места, требующие постоянного снижения скорости, на железнодорожных путях общего и необщего пользования?']","Места, устанавливаемые локальным нормативным актом владельца инфраструктуры или владельца железнодорожных путей необщего пользования и требующие постоянного уменьшения скорости, ограждаются с обеих сторон на железнодорожных путях общего пользования на расстоянии не менее 50 м, а на железнодорожных путях необщего пользования - не менее 15 м от границ опасного места постоянными сигнальными знаками ""Начало опасногоместа"" и ""Конец опасного места"", скорость проследования сигнальных знаков ""Начало опасного места"" и ""Конец опасногоместа"" устанавливается локальным нормативным актом владельца инфраструктуры (владельца пути необщегопользования), а от этих сигнальных знаков на расстоянии А, указанном в
графе 3 таблицы 1, в зависимости от руководящего уклона при движении на спуск (далее - руководящий спуск) и максимальной допускаемой скорости движения поездовна железнодорожных путях общего пользования устанавливаются постоянные сигналы уменьшения скорости, а на железнодорожных путях необщего пользования - на расстоянии величины тормозного пути, определяемой и устанавливаемой локальным нормативным актом владельца железнодорожных путей необщего пользования (далее -расстояние ""Т""), - сигналы уменьшения скорости.","Места, требующие постоянного уменьшения скорости и устанавливаемые локальным нормативным актом владельца инфраструктуры или железнодорожных путей необщего пользования, ограждаются постоянными сигнальными знаками «Начало опасного места» и «Конец опасного места» на расстоянии 50 метров на железнодорожных путях общего пользования и 15 метров на железнодорожных путях необщего пользования от границ опасного места. Скорость проследования этих знаков устанавливается локальным нормативным актом владельца инфраструктуры или железнодорожных путей необщего пользования. На расстоянии А от этих знаков, указанном в графе 3 таблицы 1 в зависимости от руководящего спуска и максимальной допускаемой скорости движения поездов на железнодорожных путях общего пользования, устанавливаются постоянные сигналы уменьшения скорости, а на железнодорожных путях необщего пользования — на расстоянии Т, определяемом и устанавливаемом локальным нормативным актом владельца железнодорожных путей необщего пользования, — сигналы уменьшения скорости.","41","['Места, устанавливаемые локальным нормативным актом владельца инфраструктуры или владельца железнодорожных путей необщего пользования и требующие постоянного уменьшения скорости, ограждаются с обеих сторон на железнодорожных путях общего пользования на расстоянии не менее 50 м, а на железнодорожных путях необщего пользования - не менее 15 м от границ опасного места постоянными сигнальными знаками ""Начало опасногоместа"" и ""Конец опасного места"", скорость проследования сигнальных знаков ""Начало опасного места"" и ""Конец опасногоместа"" устанавливается локальным нормативным актом владельца инфраструктуры (владельца пути необщегопользования), а от этих сигнальных знаков на расстоянии А, указанном в\nграфе 3 таблицы 1, в зависимости от руководящего уклона при движении на спуск (далее - руководящий спуск) и максимальной допускаемой скорости движения поездовна железнодорожных путях общего пользования устанавливаются постоянные сигналы уменьшения скорости, а на железнодорожных путях необщего пользования - на расстоянии величины тормозного пути, определяемой и устанавливаемой локальным нормативным актом владельца железнодорожных путей необщего пользования (далее -расстояние ""Т""), - сигналы уменьшения скорости.', 'Места, требующие постоянного уменьшения скорости и устанавливаемые локальным нормативным актом владельца инфраструктуры или железнодорожных путей необщего пользования, ограждаются постоянными сигнальными знаками «Начало опасного места» и «Конец опасного места» на расстоянии 50 метров на железнодорожных путях общего пользования и 15 метров на железнодорожных путях необщего пользования от границ опасного места. Скорость проследования этих знаков устанавливается локальным нормативным актом владельца инфраструктуры или железнодорожных путей необщего пользования. На расстоянии А от этих знаков, указанном в графе 3 таблицы 1 в зависимости от руководящего спуска и максимальной допускаемой скорости движения поездов на железнодорожных путях общего пользования, устанавливаются постоянные сигналы уменьшения скорости, а на железнодорожных путях необщего пользования — на расстоянии Т, определяемом и устанавливаемом локальным нормативным актом владельца железнодорожных путей необщего пользования, — сигналы уменьшения скорости.']","['Как ограждаются места, требующие постоянного уменьшения скорости на железнодорожных путях?', 'Как происходит ограждение мест, требующих постоянного уменьшения скорости на железных дорогах?', 'Как происходит установка и ограждение мест, которые требуют постоянного снижения скорости на железнодорожных путях общего и необщего пользования?', 'Как устанавливаются и обозначаются места, требующие постоянного снижения скорости, на железнодорожных путях общего и необщего пользования?']"
"ИНСТРУКЦИЯ ПО СИГНАЛИЗАЦИИ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ","Каковы минимально допустимые расстояния установки постоянных дисков уменьшения скорости и сигнальных знаков ""Начало опасного места"" и ""Конец опасного места"" на инфраструктуре на однопутном участке?","['Какие минимально допустимые расстояния установлены для установки постоянных дисков уменьшения скорости и сигнальных знаков «Начало опасного места» и «Конец опасного места» на инфраструктуре однопутного участка?', 'Какие минимально допустимые расстояния установлены для установки постоянных дисков снижения скорости и сигнальных знаков «Начало опасного участка» и «Конец опасного участка» на однопутной инфраструктуре?']","Минимально допустимые расстояния установки постоянных дисков уменьшения скорости и сигнальных знаков ""Начало опасного места"" и ""Конец опасного места"" на инфраструктуре на однопутном участке указаны на рисунке 70, на одном из железнодорожных путей двухпутного участка - на рисунке 71, на обоих железнодорожных путях двухпутного участка - на рисунке 72, на железнодорожных путях необщего пользования - соответственно на рисунках 73 - 75.","На инфраструктуре однопутного участка допустимые расстояния для установки постоянных дисков скорости и сигнальных знаков ""Начало опасного места"" и ""Конец опасного места"" указаны на рисунке 70. На двухпутном участке они указаны на рисунках 71 (для одного пути) и на рисунке 72 (для обоих путей). Для железнодорожных путей необщего пользования используются рисунки 73 - 75.","41","['Минимально допустимые расстояния установки постоянных дисков уменьшения скорости и сигнальных знаков ""Начало опасного места"" и ""Конец опасного места"" на инфраструктуре на однопутном участке указаны на рисунке 70, на одном из железнодорожных путей двухпутного участка - на рисунке 71, на обоих железнодорожных путях двухпутного участка - на рисунке 72, на железнодорожных путях необщего пользования - соответственно на рисунках 73 - 75.', 'На инфраструктуре однопутного участка допустимые расстояния для установки постоянных дисков скорости и сигнальных знаков ""Начало опасного места"" и ""Конец опасного места"" указаны на рисунке 70. На двухпутном участке они указаны на рисунках 71 (для одного пути) и на рисунке 72 (для обоих путей). Для железнодорожных путей необщего пользования используются рисунки 73 - 75.']","['Каковы минимально допустимые расстояния установки постоянных дисков уменьшения скорости и сигнальных знаков ""Начало опасного места"" и ""Конец опасного места"" на инфраструктуре на однопутном участке?', 'Какие минимально допустимые расстояния установлены для установки постоянных дисков уменьшения скорости и сигнальных знаков «Начало опасного места» и «Конец опасного места» на инфраструктуре однопутного участка?', 'Какие минимально допустимые расстояния установлены для установки постоянных дисков снижения скорости и сигнальных знаков «Начало опасного участка» и «Конец опасного участка» на однопутной инфраструктуре?']"
"ИНСТРУКЦИЯ ПО СИГНАЛИЗАЦИИ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ","Какие типы переносных сигналов используются в железнодорожном транспорте?","['Какие элементы можно классифицировать как переносные сигналы?', 'Какие элементы можно отнести к переносным сигналам?', 'Какие виды переносных сигналов используются на железнодорожном транспорте?', 'Какие объекты и какого цвета относятся к переносным сигналам в данном контексте?']","К переносным сигналам относятся: щиты прямоугольной формы красного цвета с обеих сторон или с одной стороны красного, а с другой - белого цвета; квадратные щиты желтого цвета (обратная сторона зеленого цвета); фонари на шестах с красным огнем и красные флаги на шестах.","К переносным сигналам относятся щиты красного и белого цветов, квадратные щиты желтого и зеленого цветов, а также фонари на шестах и красные флаги.","42","['К переносным сигналам относятся: щиты прямоугольной формы красного цвета с обеих сторон или с одной стороны красного, а с другой - белого цвета; квадратные щиты желтого цвета (обратная сторона зеленого цвета); фонари на шестах с красным огнем и красные флаги на шестах.', 'К переносным сигналам относятся щиты красного и белого цветов, квадратные щиты желтого и зеленого цветов, а также фонари на шестах и красные флаги.']","['Какие типы переносных сигналов используются в железнодорожном транспорте?', 'Какие элементы можно классифицировать как переносные сигналы?', 'Какие элементы можно отнести к переносным сигналам?', 'Какие виды переносных сигналов используются на железнодорожном транспорте?', 'Какие объекты и какого цвета относятся к переносным сигналам в данном контексте?']"
